APT_ICAO,DATE,PHASE,N_VALID,(-1e+09.-60],(-60.-55],(-55.-50],(-50.-45],(-45.-40],(-40.-35],(-35.-30],(-30.-25],(-25.-20],(-20.-15],(-15.-10],(-10.-5],(-5.0],(0.5],(5.10],(10.15],(15.20],(20.25],(25.30],(30.35],(35.40],(40.45],(45.50],(50.55],(55.60],(60.1e+09],EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
SBGR,2021-10,DEP,8371,4,1,2,0,3,2,2,3,5,23,63,779,3419,2027,470,232,246,308,186,157,83,41,46,37,20,197,0.10059,0.40843,0.24215,0.08386,0.65058,0.83503
SBGR,2019-11,DEP,11328,1,0,0,1,0,1,3,10,29,74,429,1749,2985,2307,1028,679,445,312,238,186,145,85,70,83,47,407,0.19227,0.26351,0.20365,0.15069,0.46716,0.81012
SBGR,2020-11,DEP,6919,1,0,1,0,0,0,2,0,3,16,107,552,2501,1661,504,384,339,211,152,113,85,47,27,27,17,160,0.09524,0.36147,0.24006,0.12834,0.60153,0.82512
SBGR,2021-11,DEP,9134,0,1,0,0,1,1,0,8,4,18,59,624,2849,2129,601,381,363,475,380,279,203,146,117,60,46,371,0.07478,0.31191,0.23309,0.10751,0.545,0.72728
SBGR,2019-12,DEP,12687,1,2,0,0,1,1,3,5,18,57,373,1403,2857,2569,1303,929,670,497,372,303,220,156,127,133,87,582,0.13999,0.22519,0.20249,0.17593,0.42768,0.7436
SBGR,2020-12,DEP,8172,2,1,1,0,0,0,3,0,3,8,53,507,2563,1916,629,499,406,350,257,202,142,117,81,58,50,313,0.06853,0.31363,0.23446,0.13803,0.54809,0.75465
SBGR,2021-12,DEP,10061,3,0,0,0,1,0,4,3,4,10,45,523,2248,2138,867,528,497,590,444,409,362,233,166,140,107,707,0.05646,0.22344,0.2125,0.13865,0.43594,0.63105
SBKP,2019-01,DEP,4554,11,0,2,1,1,3,2,4,9,22,63,239,861,1347,679,389,252,189,110,71,46,48,34,22,19,121,0.06632,0.18906,0.29578,0.23452,0.48485,0.78568
SBKP,2020-01,DEP,4539,1,0,1,0,0,1,1,8,12,23,81,481,1126,1082,529,356,219,127,100,69,56,32,38,28,22,141,0.12382,0.24807,0.23838,0.19498,0.48645,0.80524
SBKP,2021-01,DEP,4200,11,2,2,4,4,4,2,4,7,28,138,661,1278,956,362,216,134,89,52,45,26,24,20,10,17,100,0.19024,0.30429,0.22762,0.13762,0.5319,0.85976
SBKP,2022-01,DEP,3990,8,1,1,1,2,3,3,4,8,14,45,372,1019,1013,485,288,168,117,82,56,44,36,24,22,19,145,0.10451,0.25539,0.25388,0.19373,0.50927,0.80752
SBKP,2019-02,DEP,4313,4,1,1,1,3,3,2,1,8,20,36,207,690,1159,670,434,238,195,125,69,73,36,52,32,42,196,0.05634,0.15998,0.26872,0.25597,0.4287,0.74102
SBKP,2020-02,DEP,4192,1,0,1,0,1,1,3,4,13,20,112,525,1112,957,449,295,182,110,87,60,36,33,26,19,16,127,0.15196,0.26527,0.22829,0.17748,0.49356,0.823
SBKP,2021-02,DEP,3536,5,0,1,0,1,2,0,4,3,18,106,524,1129,823,336,178,105,54,34,29,22,18,20,13,13,85,0.17817,0.31929,0.23275,0.14536,0.55204,0.87557
SBKP,2022-02,DEP,4050,5,1,1,0,2,3,1,1,9,17,76,625,1424,929,323,179,110,67,35,31,18,19,17,11,13,128,0.17309,0.3516,0.22938,0.12395,0.58099,0.87802
SBKP,2019-03,DEP,4491,3,0,0,1,1,3,3,4,5,12,49,290,917,1336,650,371,233,164,77,67,43,30,33,21,27,141,0.07548,0.20419,0.29748,0.22734,0.50167,0.8045
SBKP,2020-03,DEP,3143,5,0,3,1,1,2,3,6,9,16,118,529,921,691,273,168,102,63,41,28,23,13,11,9,11,89,0.20585,0.29303,0.21985,0.14031,0.51289,0.85905
SBKP,2021-03,DEP,3768,7,0,2,2,1,0,3,6,3,14,146,616,1201,925,298,165,81,60,31,22,20,15,12,13,14,101,0.20223,0.31874,0.24549,0.12288,0.56423,0.88933
SBKP,2022-03,DEP,4798,2,0,1,0,2,2,6,3,4,15,75,677,1715,1109,437,214,115,68,51,45,29,22,23,16,14,148,0.15673,0.35744,0.23114,0.13568,0.58858,0.88099
SBKP,2019-04,DEP,4449,3,0,2,1,3,3,1,3,3,12,47,218,789,1326,670,393,273,143,118,78,58,43,31,27,23,171,0.05956,0.17734,0.29804,0.23893,0.47539,0.77388
SBKP,2020-04,DEP,892,6,0,0,0,1,2,10,8,7,22,66,157,184,158,79,48,30,20,12,11,9,6,2,1,1,42,0.25,0.20628,0.17713,0.14238,0.38341,0.77578
SBKP,2021-04,DEP,3187,11,0,1,0,2,1,2,6,12,17,142,580,1051,679,242,139,59,48,26,27,15,15,8,12,6,78,0.22655,0.32978,0.21305,0.11955,0.54283,0.88892
SBKP,2022-04,DEP,4749,4,0,1,1,1,0,1,9,4,16,83,610,1696,1121,428,241,126,81,58,33,45,28,18,21,23,96,0.14593,0.35713,0.23605,0.14087,0.59318,0.87997
SBKP,2019-05,DEP,4613,8,1,2,0,0,1,1,4,6,16,50,259,832,1320,654,389,252,176,100,82,62,53,48,50,35,205,0.06698,0.18036,0.28615,0.2261,0.46651,0.75959
SBKP,2020-05,DEP,1251,6,0,1,2,2,4,7,7,13,22,98,231,366,214,95,47,28,10,8,10,9,5,2,6,0,50,0.26299,0.29257,0.17106,0.11351,0.46363,0.84013
SBKP,2021-05,DEP,3746,9,2,1,2,1,5,10,5,9,16,118,620,1274,869,327,146,80,47,32,17,23,19,11,9,6,74,0.19701,0.3401,0.23198,0.12627,0.57208,0.89536
SBKP,2022-05,DEP,5440,3,0,1,3,2,2,4,6,8,20,63,572,1678,1322,536,338,203,123,79,72,49,41,42,41,23,202,0.11673,0.30846,0.24301,0.16066,0.55147,0.82886
SBKP,2019-06,DEP,4471,5,2,0,0,1,3,3,3,5,13,48,234,843,1337,670,433,234,156,95,82,58,35,26,21,29,132,0.06307,0.18855,0.29904,0.2467,0.48759,0.79736
SBKP,2020-06,DEP,1542,7,0,1,0,2,2,1,7,10,23,80,208,442,365,126,68,37,18,23,17,10,6,7,10,6,62,0.18677,0.28664,0.23671,0.12581,0.52335,0.83593
SBKP,2021-06,DEP,3929,7,0,1,0,3,2,3,8,6,17,99,504,1265,955,350,209,147,87,44,29,25,17,20,8,6,99,0.15347,0.32196,0.24306,0.14228,0.56503,0.86078
SBKP,2019-07,DEP,4787,6,2,3,0,3,0,2,2,3,6,45,213,846,1319,743,422,302,201,122,104,76,44,41,37,32,204,0.0539,0.17673,0.27554,0.24337,0.45227,0.74953
SBKP,2020-07,DEP,2061,6,0,0,2,1,2,2,3,15,20,47,232,602,570,207,102,63,32,31,17,10,10,4,10,4,63,0.13537,0.29209,0.27656,0.14993,0.56866,0.85395
SBKP,2021-07,DEP,4313,5,1,1,1,2,3,4,3,12,23,76,402,1297,1249,493,243,138,89,51,32,22,20,10,18,5,105,0.11083,0.30072,0.28959,0.17065,0.59031,0.87178
SBKP,2019-08,DEP,4707,7,2,0,1,1,1,0,1,6,10,63,417,1185,1376,593,350,210,116,87,65,34,23,17,16,19,102,0.10198,0.25175,0.29233,0.20034,0.54408,0.8464
SBKP,2020-08,DEP,2404,3,1,2,1,1,2,4,7,8,22,104,448,777,509,177,92,60,36,13,16,7,10,8,4,8,79,0.22962,0.32321,0.21173,0.1119,0.53494,0.87646
SBKP,2021-08,DEP,4743,3,0,2,2,1,2,4,4,8,18,145,786,1573,1099,407,191,128,62,42,35,24,16,19,15,20,129,0.19629,0.33165,0.23171,0.12608,0.56336,0.88573
SBKP,2019-09,DEP,4447,5,2,1,1,2,1,2,1,6,7,50,303,954,1175,578,380,259,149,127,87,68,51,39,27,17,147,0.07938,0.21453,0.26422,0.21543,0.47875,0.77356
SBKP,2020-09,DEP,2740,4,0,0,1,2,1,2,4,6,26,95,445,888,625,257,111,65,34,28,22,5,9,9,10,6,81,0.19708,0.32409,0.2281,0.13431,0.55219,0.88358
SBKP,2021-09,DEP,4554,4,0,0,1,2,1,3,7,8,17,109,651,1485,1112,417,232,134,94,43,37,19,22,12,8,4,124,0.16689,0.32609,0.24418,0.14251,0.57027,0.87967
SBKP,2019-10,DEP,4590,3,2,1,0,2,8,2,3,5,13,36,266,880,1197,614,421,279,176,145,94,72,64,38,33,28,202,0.0658,0.19172,0.26078,0.22549,0.45251,0.74379
SBKP,2020-10,DEP,3407,8,2,2,3,0,5,4,5,9,25,95,396,952,859,351,207,111,80,58,28,35,22,13,16,8,106,0.14412,0.27942,0.25213,0.16378,0.53155,0.83945
SBKP,2021-10,DEP,4599,3,0,1,2,1,0,4,6,12,12,70,463,1324,1138,545,316,184,93,67,63,42,34,21,24,18,144,0.11589,0.28789,0.24745,0.18721,0.53533,0.83844
SBKP,2019-11,DEP,4359,10,0,0,0,3,1,3,3,7,21,60,385,944,1110,520,328,209,137,112,92,61,48,38,43,26,190,0.10209,0.21656,0.25465,0.19454,0.47121,0.76784
SBKP,2020-11,DEP,3897,12,1,0,1,2,5,8,11,10,20,93,398,1000,897,412,275,170,124,83,62,37,31,28,23,26,155,0.12599,0.25661,0.23018,0.17629,0.48678,0.78907
SBKP,2021-11,DEP,4339,5,1,0,5,0,3,6,6,5,12,59,342,1012,1071,550,344,203,144,133,63,45,45,32,23,17,198,0.09242,0.23323,0.24683,0.20604,0.48006,0.77852
SBKP,2019-12,DEP,4396,5,0,0,1,0,1,0,6,13,15,70,381,1002,1154,574,335,214,134,108,71,57,50,31,18,14,136,0.10259,0.22793,0.26251,0.20678,0.49045,0.79982
SBKP,2020-12,DEP,4082,9,1,2,7,2,2,3,6,8,18,94,422,1101,1033,449,253,173,110,59,43,35,31,20,25,14,147,0.12641,0.26972,0.25306,0.17197,0.52278,0.82117
SBKP,2021-12,DEP,4727,5,0,0,1,1,4,1,5,5,6,38,260,1008,1207,670,425,243,184,126,80,59,49,32,33,28,237,0.06304,0.21324,0.25534,0.23165,0.46858,0.76327
SBRF,2019-01,DEP,3208,0,0,0,0,0,0,0,1,0,5,67,384,711,746,369,248,178,113,76,74,48,24,31,14,14,104,0.14059,0.22163,0.23254,0.19233,0.45418,0.78709
SBRF,2020-01,DEP,3524,7,1,1,0,0,0,0,3,4,14,126,591,986,734,303,209,144,101,70,48,35,24,16,11,13,79,0.20346,0.2798,0.20829,0.14529,0.48808,0.83683
SBRF,2021-01,DEP,2996,0,0,1,0,0,0,1,3,9,32,214,521,750,599,269,195,120,70,57,47,24,16,10,11,8,39,0.24533,0.25033,0.19993,0.15487,0.45027,0.85047
SBRF,2022-01,DEP,3255,0,0,0,1,0,0,1,1,8,14,101,481,858,713,283,206,154,107,60,44,46,44,22,16,10,85,0.1788,0.26359,0.21905,0.15023,0.48264,0.81167
SBRF,2019-02,DEP,2807,0,0,0,0,0,0,0,1,1,6,46,295,665,657,312,221,156,113,69,43,44,29,28,24,16,81,0.12148,0.23691,0.23406,0.18988,0.47097,0.78233
SBRF,2020-02,DEP,2990,6,0,1,3,2,2,0,0,4,16,176,611,918,597,196,139,89,48,31,22,24,17,11,3,12,59,0.26321,0.30702,0.19967,0.11204,0.50669,0.88194
SBRF,2021-02,DEP,2359,0,0,0,0,0,0,0,1,4,24,199,530,765,431,145,90,47,23,21,19,8,8,8,6,5,25,0.30903,0.32429,0.1827,0.09962,0.50699,0.91564
SBRF,2022-02,DEP,2633,0,0,0,0,1,2,1,3,6,25,158,696,830,481,153,90,46,38,21,15,11,7,3,5,3,37,0.32434,0.31523,0.18268,0.09229,0.49791,0.91455
SBRF,2019-03,DEP,2971,0,0,0,0,1,0,1,2,3,7,75,373,693,747,348,204,124,86,66,44,31,29,28,13,11,83,0.15079,0.23325,0.25143,0.1858,0.48469,0.82127
SBRF,2020-03,DEP,2192,1,0,0,0,1,0,0,2,3,19,133,427,629,438,164,110,71,49,29,20,19,10,15,7,2,42,0.25547,0.28695,0.19982,0.125,0.48677,0.86724
SBRF,2021-03,DEP,2405,0,0,0,0,0,0,0,3,7,42,212,594,689,468,158,74,45,27,21,12,12,10,4,3,2,22,0.33514,0.28649,0.19459,0.09647,0.48108,0.91268
SBRF,2022-03,DEP,3170,0,0,0,0,0,0,1,4,11,25,154,749,1020,620,205,129,66,39,26,19,15,11,11,8,11,45,0.28486,0.32177,0.19558,0.10536,0.51735,0.90757
SBRF,2019-04,DEP,2707,0,1,0,0,1,0,1,1,4,7,55,321,649,634,292,198,138,89,90,46,32,27,24,17,10,69,0.1389,0.23975,0.23421,0.18101,0.47396,0.79387
SBRF,2020-04,DEP,280,1,0,0,0,2,0,0,2,5,16,50,73,49,43,9,8,6,3,3,0,3,1,0,1,0,4,0.43929,0.175,0.15357,0.06071,0.32857,0.82857
SBRF,2021-04,DEP,1862,0,0,0,0,0,0,2,1,11,34,146,445,596,313,119,53,42,24,17,4,15,7,3,6,3,20,0.3174,0.32009,0.1681,0.09237,0.48818,0.89796
SBRF,2022-04,DEP,2863,0,0,0,0,0,1,0,1,0,16,143,727,903,560,165,111,53,42,41,21,13,6,7,7,7,39,0.30388,0.3154,0.1956,0.0964,0.511,0.91128
SBRF,2019-05,DEP,2753,4,1,1,1,0,1,0,0,3,10,88,432,697,655,274,180,128,64,40,30,24,21,12,14,9,62,0.18888,0.25318,0.23792,0.16491,0.4911,0.8449
SBRF,2020-05,DEP,355,0,0,1,0,0,0,1,1,6,17,53,105,85,22,27,13,6,1,2,2,2,3,2,0,0,6,0.44507,0.23944,0.06197,0.11268,0.30141,0.85915
SBRF,2021-05,DEP,2208,0,0,0,0,0,1,1,6,12,32,188,539,672,396,114,79,48,29,17,12,9,6,1,7,2,36,0.32926,0.30435,0.17935,0.08741,0.4837,0.90036
SBRF,2022-05,DEP,3137,0,0,0,0,0,0,0,3,2,15,140,666,969,606,206,139,96,69,43,38,23,14,11,12,12,71,0.25693,0.30889,0.19318,0.10998,0.50207,0.86898
SBRF,2019-06,DEP,2718,0,1,1,1,0,1,1,1,2,10,101,402,673,596,270,143,125,94,48,30,38,15,19,12,12,121,0.18506,0.24761,0.21928,0.15195,0.46689,0.8039
SBRF,2020-06,DEP,574,1,0,0,0,2,2,0,4,10,25,96,153,116,69,35,20,3,10,6,4,2,2,3,1,1,8,0.4338,0.20209,0.12021,0.09582,0.3223,0.85192
SBRF,2021-06,DEP,2492,0,0,0,0,0,1,2,1,12,36,193,595,730,446,162,106,52,39,23,24,17,9,7,3,3,30,0.31621,0.29294,0.17897,0.10754,0.47191,0.89567
SBRF,2019-07,DEP,3215,1,0,0,1,0,1,1,4,3,10,94,440,798,793,365,205,134,94,59,35,33,26,17,13,10,76,0.1661,0.24821,0.24666,0.17729,0.49487,0.83826
SBRF,2020-07,DEP,906,0,0,0,1,0,0,1,0,5,26,133,234,180,125,50,39,28,23,10,7,7,8,3,5,2,19,0.40508,0.19868,0.13797,0.09823,0.33664,0.83996
SBRF,2021-07,DEP,3028,0,0,0,2,1,0,1,3,8,50,229,700,903,553,204,113,71,47,29,17,16,20,6,10,2,43,0.3068,0.29822,0.18263,0.10469,0.48085,0.89234
SBRF,2019-08,DEP,2975,0,0,1,0,0,0,0,2,4,21,146,526,762,643,256,173,113,75,62,38,25,13,15,11,13,76,0.22588,0.25613,0.21613,0.1442,0.47227,0.84235
SBRF,2020-08,DEP,1036,3,2,0,0,1,0,0,1,6,12,135,336,280,144,41,15,19,11,8,3,4,2,0,3,0,10,0.45463,0.27027,0.139,0.05405,0.40927,0.91795
SBRF,2021-08,DEP,2947,0,0,2,2,1,1,1,2,5,37,209,707,892,536,210,112,64,42,33,17,12,9,6,9,2,35,0.31082,0.30268,0.18188,0.10926,0.48456,0.90465
SBRF,2019-09,DEP,2878,0,0,0,0,0,0,1,1,1,14,179,539,723,595,246,181,104,64,45,42,31,10,13,10,10,67,0.24948,0.25122,0.20674,0.14837,0.45796,0.8558
SBRF,2020-09,DEP,1231,0,0,0,1,0,0,2,6,5,22,96,335,338,223,85,30,31,16,7,5,7,4,2,2,0,14,0.35012,0.27457,0.18115,0.09342,0.45573,0.89927
SBRF,2021-09,DEP,2846,0,0,0,1,1,1,3,2,5,26,180,597,852,595,204,113,71,40,45,18,22,6,11,8,6,39,0.27301,0.29937,0.20907,0.11138,0.50843,0.89283
SBRF,2019-10,DEP,3086,0,0,0,0,0,1,0,0,5,12,105,413,768,694,309,222,123,98,76,53,47,23,18,13,17,88,0.16785,0.24887,0.22489,0.17207,0.47375,0.81367
SBRF,2020-10,DEP,1910,0,0,0,0,0,1,1,2,3,14,161,487,581,315,140,63,48,16,18,9,10,3,3,6,3,23,0.33927,0.30419,0.16492,0.10628,0.46911,0.91466
SBRF,2021-10,DEP,2839,0,0,0,2,0,0,1,3,1,15,148,566,846,610,229,130,74,49,34,25,18,13,12,8,8,46,0.2515,0.29799,0.21486,0.12645,0.51286,0.89081
SBRF,2019-11,DEP,2876,3,2,2,2,1,1,1,0,3,19,134,463,684,612,259,190,118,76,52,44,38,37,24,22,7,79,0.20758,0.23783,0.2128,0.15612,0.45063,0.81433
SBRF,2020-11,DEP,2131,2,0,0,1,0,1,0,6,7,18,88,345,588,464,198,138,75,59,33,27,18,8,7,7,4,36,0.20319,0.27593,0.21774,0.15767,0.49366,0.85453
SBRF,2021-11,DEP,2788,0,0,1,0,0,1,1,1,6,20,119,504,810,561,232,166,84,55,42,34,25,15,22,14,8,64,0.22346,0.29053,0.20122,0.14275,0.49175,0.85796
SBRF,2019-12,DEP,3171,4,1,0,0,0,2,1,0,4,19,132,544,769,629,291,173,148,111,78,35,39,35,26,18,15,94,0.21318,0.24251,0.19836,0.14633,0.44087,0.80038
SBRF,2020-12,DEP,2687,0,0,1,0,0,1,2,2,9,41,195,464,660,562,254,163,94,68,45,26,22,12,10,10,7,34,0.24525,0.24563,0.20916,0.15519,0.45478,0.85523
SBRF,2021-12,DEP,3402,0,0,0,2,0,1,1,3,3,25,135,607,949,710,282,160,130,89,65,35,28,37,17,13,11,99,0.21811,0.27895,0.2087,0.12992,0.48765,0.83568
SBRJ,2019-01,DEP,3694,0,0,0,0,0,0,0,0,0,1,57,524,958,846,336,268,168,104,74,76,58,38,35,16,28,106,0.15728,0.25934,0.22902,0.16351,0.48836,0.80915
SBRJ,2020-01,DEP,4525,0,0,0,0,0,0,0,0,0,2,86,788,1292,916,406,271,228,114,92,66,51,40,40,24,15,93,0.19315,0.28552,0.20243,0.14961,0.48796,0.83072
SBRJ,2021-01,DEP,2841,0,0,0,0,0,0,0,1,0,5,85,646,857,657,210,124,78,63,23,17,13,10,14,5,4,29,0.2573,0.30165,0.23126,0.11756,0.53291,0.90778
SBRJ,2022-01,DEP,3054,0,0,0,0,0,0,0,0,1,3,68,617,965,632,205,152,87,64,54,39,25,24,12,22,14,70,0.2243,0.31598,0.20694,0.1169,0.52292,0.86411
SBRJ,2019-02,DEP,3328,0,0,0,0,0,0,0,0,0,0,40,510,801,682,338,239,144,129,75,62,49,46,41,35,23,113,0.16526,0.24069,0.20493,0.17338,0.44561,0.78425
SBRJ,2020-02,DEP,3998,0,0,0,0,0,0,0,0,0,0,89,708,1081,793,329,222,161,103,90,74,60,43,43,25,22,150,0.19935,0.27039,0.19835,0.13782,0.46873,0.8059
SBRJ,2021-02,DEP,2136,0,0,0,0,0,0,0,0,0,1,87,522,707,425,131,96,50,35,18,18,12,5,7,1,5,16,0.28511,0.33099,0.19897,0.10627,0.52996,0.92135
SBRJ,2022-02,DEP,2714,0,0,0,0,0,0,0,0,1,0,68,784,1015,514,114,75,49,31,10,7,4,5,3,3,3,26,0.31393,0.37399,0.18939,0.06964,0.56338,0.94694
SBRJ,2019-03,DEP,3529,0,0,0,0,0,1,1,0,0,0,55,544,953,748,286,192,180,114,93,59,49,44,32,32,22,124,0.16974,0.27005,0.21196,0.13545,0.48201,0.78719
SBRJ,2020-03,DEP,2877,0,0,0,0,0,0,0,0,1,5,103,856,978,517,151,102,53,21,18,20,5,7,6,5,5,24,0.33333,0.33994,0.1797,0.08794,0.51964,0.94091
SBRJ,2021-03,DEP,1814,0,0,0,0,0,0,0,0,0,2,110,530,572,297,108,67,26,25,15,12,12,4,4,2,1,27,0.35281,0.31533,0.16373,0.09647,0.47905,0.92834
SBRJ,2022-03,DEP,3342,0,0,0,0,0,0,0,0,0,0,86,820,1088,740,221,133,67,53,25,22,12,10,6,5,8,46,0.2711,0.32555,0.22142,0.10592,0.54698,0.924
SBRJ,2019-04,DEP,3568,0,0,0,0,0,0,2,0,0,0,54,533,948,805,384,222,137,106,77,47,25,34,26,25,17,126,0.16452,0.2657,0.22562,0.16984,0.49131,0.82567
SBRJ,2020-04,DEP,188,0,0,0,0,0,0,0,0,0,1,17,56,55,32,12,7,0,4,1,2,0,0,0,0,1,0,0.3883,0.29255,0.17021,0.10106,0.46277,0.95213
SBRJ,2021-04,DEP,1314,0,0,0,0,0,0,0,0,0,0,72,380,475,247,57,34,15,10,4,1,2,2,3,2,1,9,0.34399,0.36149,0.18798,0.06925,0.54947,0.96271
SBRJ,2022-04,DEP,3671,0,0,0,0,0,1,0,0,1,2,74,766,1128,778,326,187,102,87,60,34,26,19,11,8,14,45,0.22882,0.30727,0.21193,0.13974,0.5192,0.88777
SBRJ,2019-05,DEP,3623,0,0,0,0,0,0,0,0,0,1,66,676,1057,804,334,201,116,78,46,44,38,30,28,19,12,72,0.2048,0.29175,0.22192,0.14767,0.51366,0.86613
SBRJ,2020-05,DEP,244,0,0,0,0,0,0,0,0,0,0,25,81,76,38,11,2,2,0,3,0,2,0,1,0,1,2,0.43443,0.31148,0.15574,0.05328,0.46721,0.95492
SBRJ,2021-05,DEP,1749,0,0,0,0,0,0,0,0,0,4,71,540,635,305,72,33,21,14,7,9,5,5,8,5,3,12,0.34934,0.36306,0.17439,0.06003,0.53745,0.94683
SBRJ,2022-05,DEP,4198,0,0,0,0,0,0,0,0,0,1,107,970,1380,862,323,164,114,59,40,33,25,24,13,11,14,57,0.25655,0.32873,0.20534,0.11601,0.53406,0.90662
SBRJ,2019-06,DEP,3270,0,0,0,0,0,0,0,0,0,1,77,674,1056,681,256,137,115,72,53,33,21,21,20,11,7,35,0.22966,0.32294,0.20826,0.12018,0.53119,0.88104
SBRJ,2020-06,DEP,462,0,0,0,0,0,0,0,0,0,2,33,173,142,71,13,6,10,2,2,2,0,0,0,1,1,4,0.44589,0.30736,0.15368,0.04113,0.46104,0.94805
SBRJ,2021-06,DEP,2033,0,0,0,0,0,0,0,0,0,3,94,571,701,416,100,47,29,19,10,5,7,5,3,3,6,14,0.3271,0.34481,0.20462,0.07231,0.54943,0.94884
SBRJ,2019-07,DEP,3599,0,0,0,0,0,0,0,0,0,1,77,639,1055,794,330,217,141,96,65,47,32,17,18,12,12,45,0.19894,0.29314,0.22062,0.15199,0.51375,0.86468
SBRJ,2020-07,DEP,776,0,0,0,0,0,0,0,0,0,6,68,284,229,108,28,15,9,2,5,5,2,2,4,2,0,7,0.45361,0.2951,0.13918,0.05541,0.43428,0.9433
SBRJ,2021-07,DEP,2593,0,0,0,0,0,0,0,0,0,3,123,728,821,525,167,85,33,25,19,12,3,6,6,3,5,29,0.32819,0.31662,0.20247,0.09718,0.51909,0.94447
SBRJ,2019-08,DEP,2838,0,0,0,0,0,0,0,0,0,0,57,653,882,573,234,123,72,65,46,34,29,16,11,12,5,26,0.25018,0.31078,0.2019,0.12579,0.51268,0.88865
SBRJ,2020-08,DEP,1057,0,0,0,0,0,0,0,0,1,3,71,323,340,191,57,24,13,4,3,3,7,1,2,3,0,11,0.37275,0.32167,0.1807,0.07663,0.50237,0.95175
SBRJ,2021-08,DEP,2667,0,0,0,0,0,0,0,0,0,3,160,869,887,456,119,46,36,21,18,7,6,7,5,5,0,22,0.38583,0.33258,0.17098,0.06187,0.50356,0.95126
SBRJ,2019-09,DEP,1546,1,0,0,0,0,0,0,0,0,0,36,348,438,304,116,69,43,44,26,19,8,12,13,8,5,56,0.24838,0.28331,0.19664,0.11966,0.47995,0.84799
SBRJ,2020-09,DEP,1528,0,0,0,0,0,0,0,0,0,1,66,427,514,305,87,40,27,13,9,9,5,6,3,0,0,15,0.32264,0.33639,0.19961,0.08312,0.53599,0.94175
SBRJ,2021-09,DEP,2822,0,0,0,0,0,0,0,0,0,0,82,725,1006,562,179,94,48,26,25,13,14,6,4,8,2,27,0.28597,0.35648,0.19915,0.09674,0.55563,0.93834
SBRJ,2019-10,DEP,4121,0,0,0,0,0,0,0,0,0,0,83,772,1232,841,353,209,164,111,68,67,50,31,31,15,16,78,0.20747,0.29896,0.20408,0.13637,0.50303,0.84688
SBRJ,2020-10,DEP,2053,0,0,0,0,0,0,0,0,0,4,89,544,657,395,136,73,42,23,18,12,8,4,4,3,3,38,0.30833,0.32002,0.1924,0.1018,0.51242,0.92255
SBRJ,2021-10,DEP,2855,1,0,0,0,0,0,0,0,0,2,54,560,913,603,226,148,90,43,38,21,19,21,13,8,9,86,0.21506,0.31979,0.21121,0.131,0.531,0.87706
SBRJ,2019-11,DEP,4037,0,0,0,0,0,0,0,0,0,2,71,697,1175,788,367,206,140,112,87,71,51,34,29,26,24,157,0.19024,0.29106,0.19519,0.14194,0.48625,0.81843
SBRJ,2020-11,DEP,2330,0,0,0,0,0,0,0,0,0,3,51,447,698,518,181,126,75,48,34,27,16,20,12,10,13,51,0.21373,0.29957,0.22232,0.13176,0.52189,0.86738
SBRJ,2021-11,DEP,3012,0,0,0,0,0,0,0,0,0,0,23,401,871,691,286,182,135,87,84,52,32,20,23,24,11,89,0.14077,0.28918,0.22942,0.15538,0.51859,0.81474
SBRJ,2019-12,DEP,4341,0,0,0,0,0,0,0,0,1,1,86,673,1051,886,360,257,199,169,119,108,64,47,41,49,35,195,0.17484,0.24211,0.2041,0.14213,0.44621,0.76319
SBRJ,2020-12,DEP,2833,0,0,0,0,0,0,0,0,0,2,71,593,804,642,233,140,112,63,47,30,24,19,9,8,3,32,0.23438,0.2838,0.22661,0.13166,0.51041,0.87646
SBRJ,2021-12,DEP,3425,0,0,0,0,0,0,0,0,0,2,53,508,861,719,336,262,160,102,87,77,43,36,23,20,19,116,0.1638,0.25139,0.20993,0.1746,0.46131,0.79971
SBSP,2019-01,DEP,7666,0,0,0,0,0,0,0,0,0,1,118,1174,2101,1543,704,472,334,269,204,139,144,88,74,51,52,198,0.16854,0.27407,0.20128,0.1534,0.47535,0.79729
SBSP,2020-01,DEP,7854,0,0,0,0,0,0,0,0,0,5,419,1847,2229,1416,615,384,281,162,104,86,65,50,40,20,21,110,0.28852,0.2838,0.18029,0.1272,0.46409,0.87981
SBSP,2021-01,DEP,3462,1,0,0,1,0,0,0,0,1,10,370,1154,922,497,163,108,72,51,27,16,11,7,10,6,4,31,0.44021,0.26632,0.14356,0.07828,0.40988,0.92837
SBSP,2022-01,DEP,5332,0,0,0,0,0,0,1,0,1,3,190,1195,1550,1015,403,258,149,114,97,74,44,33,44,21,25,114,0.25975,0.2907,0.19036,0.12397,0.48106,0.86478
SBSP,2019-02,DEP,6818,0,0,0,0,0,0,0,0,0,2,70,866,1712,1424,735,447,403,247,202,133,138,89,67,59,49,175,0.13728,0.2511,0.20886,0.17336,0.45996,0.77061
SBSP,2020-02,DEP,6996,1,0,0,0,0,0,0,0,0,3,261,1539,1852,1285,517,334,251,197,137,124,104,65,57,41,35,192,0.25729,0.26472,0.18368,0.12164,0.4484,0.82733
SBSP,2021-02,DEP,2564,1,0,0,0,0,0,0,0,0,5,328,1002,723,299,75,42,19,20,11,4,4,5,3,2,2,19,0.51872,0.28198,0.11661,0.04563,0.3986,0.96295
