ICAO,YEAR,PHASE,SLOT2,N,FLIGHTS,N_VALID,SHARE,LABEL
SBSP,2019,DEP,EARLY,74,74,86435,8.561346676693469e-4,EARLY-0.1%
SBSP,2019,DEP,EARLY_1505,22724,22724,86435,0.2629027592988951,EARLY_1505-26.3%
SBSP,2019,DEP,WITHIN_5,36540,36540,86435,0.42274541563024237,WITHIN_5-42.3%
SBSP,2019,DEP,LATE_0515,12503,12503,86435,0.14465205067391682,LATE_0515-14.5%
SBSP,2019,DEP,LATE,14594,14594,86435,0.16884363972927632,LATE-16.9%
SBSP,2020,ARR,EARLY,8847,8847,29483,0.3000712274870264,EARLY-30%
SBSP,2020,ARR,EARLY_1505,10243,10243,29483,0.3474205474341146,EARLY_1505-34.7%
SBSP,2020,ARR,WITHIN_5,5468,5468,29483,0.1854628090764169,WITHIN_5-18.5%
SBSP,2020,ARR,LATE_0515,2204,2204,29483,0.07475494352677814,LATE_0515-7.5%
SBSP,2020,ARR,LATE,2721,2721,29483,0.09229047247566394,LATE-9.2%
SBSP,2020,DEP,EARLY,202,202,29777,0.0067837592772945566,EARLY-0.7%
SBSP,2020,DEP,EARLY_1505,12906,12906,29777,0.4334217684790274,EARLY_1505-43.3%
SBSP,2020,DEP,WITHIN_5,10853,10853,29777,0.3644759378043456,WITHIN_5-36.4%
SBSP,2020,DEP,LATE_0515,2895,2895,29777,0.09722268865231555,LATE_0515-9.7%
SBSP,2020,DEP,LATE,2921,2921,29777,0.09809584578701683,LATE-9.8%
SBSP,2021,ARR,EARLY,10746,10746,36391,0.29529279217388915,EARLY-29.5%
SBSP,2021,ARR,EARLY_1505,13568,13568,36391,0.3728394383226622,EARLY_1505-37.3%
SBSP,2021,ARR,WITHIN_5,6853,6853,36391,0.1883157923662444,WITHIN_5-18.8%
SBSP,2021,ARR,LATE_0515,2626,2626,36391,0.07216069907394686,LATE_0515-7.2%
SBSP,2021,ARR,LATE,2598,2598,36391,0.0713912780632574,LATE-7.1%
SBSP,2021,DEP,EARLY,173,173,37217,0.004648413359486256,EARLY-0.5%
SBSP,2021,DEP,EARLY_1505,16864,16864,37217,0.4531262595050649,EARLY_1505-45.3%
SBSP,2021,DEP,WITHIN_5,13499,13499,37217,0.36271058924684957,WITHIN_5-36.3%
SBSP,2021,DEP,LATE_0515,3354,3354,37217,0.09012010640298788,LATE_0515-9%
SBSP,2021,DEP,LATE,3327,3327,37217,0.08939463148561141,LATE-8.9%
SBSP,2022,ARR,EARLY,7466,7466,34605,0.215749169195203,EARLY-21.6%
SBSP,2022,ARR,EARLY_1505,13210,13210,34605,0.3817367432451958,EARLY_1505-38.2%
SBSP,2022,ARR,WITHIN_5,7830,7830,34605,0.22626788036410922,WITHIN_5-22.6%
SBSP,2022,ARR,LATE_0515,3070,3070,34605,0.08871550353995088,LATE_0515-8.9%
SBSP,2022,ARR,LATE,3029,3029,34605,0.08753070365554111,LATE-8.8%
SBSP,2022,DEP,EARLY,67,67,38150,0.0017562254259501965,EARLY-0.2%
SBSP,2022,DEP,EARLY_1505,13178,13178,38150,0.3454259501965924,EARLY_1505-34.5%
SBSP,2022,DEP,WITHIN_5,16822,16822,38150,0.44094364351245086,WITHIN_5-44.1%
SBSP,2022,DEP,LATE_0515,4377,4377,38150,0.1147313237221494,LATE_0515-11.5%
SBSP,2022,DEP,LATE,3706,3706,38150,0.09714285714285714,LATE-9.7%
SBSV,2019,ARR,EARLY,5062,5062,28546,0.1773278217613676,EARLY-17.7%
SBSV,2019,ARR,EARLY_1505,8267,8267,28546,0.2896027464443355,EARLY_1505-29%
SBSV,2019,ARR,WITHIN_5,6830,6830,28546,0.23926294402017795,WITHIN_5-23.9%
SBSV,2019,ARR,LATE_0515,3793,3793,28546,0.13287325719890702,LATE_0515-13.3%
SBSV,2019,ARR,LATE,4594,4594,28546,0.16093323057521194,LATE-16.1%
SBSV,2019,DEP,EARLY,305,305,28577,0.010672918780837736,EARLY-1.1%
SBSV,2019,DEP,EARLY_1505,7450,7450,28577,0.2606991636630857,EARLY_1505-26.1%
SBSV,2019,DEP,WITHIN_5,10363,10363,28577,0.3626342863141687,WITHIN_5-36.3%
SBSV,2019,DEP,LATE_0515,4686,4686,28577,0.16397802428526437,LATE_0515-16.4%
SBSV,2019,DEP,LATE,5773,5773,28577,0.20201560695664345,LATE-20.2%
SBSV,2020,ARR,EARLY,3715,3715,15124,0.24563607511240412,EARLY-24.6%
SBSV,2020,ARR,EARLY_1505,5004,5004,15124,0.33086485056863263,EARLY_1505-33.1%
SBSV,2020,ARR,WITHIN_5,3292,3292,15124,0.21766728378735783,WITHIN_5-21.8%
SBSV,2020,ARR,LATE_0515,1495,1495,15124,0.098849510711452,LATE_0515-9.9%
SBSV,2020,ARR,LATE,1618,1618,15124,0.1069822798201534,LATE-10.7%
SBSV,2020,DEP,EARLY,493,493,15196,0.03244274809160305,EARLY-3.2%
SBSV,2020,DEP,EARLY_1505,6241,6241,15196,0.41070018425901555,EARLY_1505-41.1%
SBSV,2020,DEP,WITHIN_5,5252,5252,15196,0.34561726770202683,WITHIN_5-34.6%
SBSV,2020,DEP,LATE_0515,1509,1509,15196,0.09930244801263491,LATE_0515-9.9%
SBSV,2020,DEP,LATE,1701,1701,15196,0.11193735193471967,LATE-11.2%
SBSV,2021,ARR,EARLY,6847,6847,21748,0.3148335479124517,EARLY-31.5%
SBSV,2021,ARR,EARLY_1505,7512,7512,21748,0.3454110722825087,EARLY_1505-34.5%
SBSV,2021,ARR,WITHIN_5,3968,3968,21748,0.18245355894794923,WITHIN_5-18.2%
SBSV,2021,ARR,LATE_0515,1678,1678,21748,0.07715652013978297,LATE_0515-7.7%
SBSV,2021,ARR,LATE,1743,1743,21748,0.08014530071730734,LATE-8%
SBSV,2021,DEP,EARLY,408,408,22090,0.018469895880488908,EARLY-1.8%
SBSV,2021,DEP,EARLY_1505,9577,9577,22090,0.43354459031235854,EARLY_1505-43.4%
SBSV,2021,DEP,WITHIN_5,7964,7964,22090,0.3605251244907198,WITHIN_5-36.1%
SBSV,2021,DEP,LATE_0515,2182,2182,22090,0.09877772747849706,LATE_0515-9.9%
SBSV,2021,DEP,LATE,1959,1959,22090,0.08868266183793572,LATE-8.9%
SBSV,2022,ARR,EARLY,3326,3326,14783,0.22498816207806263,EARLY-22.5%
SBSV,2022,ARR,EARLY_1505,5452,5452,14783,0.36880200229993915,EARLY_1505-36.9%
SBSV,2022,ARR,WITHIN_5,3261,3261,14783,0.22059121964418588,WITHIN_5-22.1%
SBSV,2022,ARR,LATE_0515,1408,1408,14783,0.09524453764459176,LATE_0515-9.5%
SBSV,2022,ARR,LATE,1336,1336,14783,0.09037407833322059,LATE-9%
SBSV,2022,DEP,EARLY,315,315,15408,0.02044392523364486,EARLY-2%
SBSV,2022,DEP,EARLY_1505,6050,6050,15408,0.39265316718587745,EARLY_1505-39.3%
SBSV,2022,DEP,WITHIN_5,5618,5618,15408,0.36461578400830735,WITHIN_5-36.5%
SBSV,2022,DEP,LATE_0515,1682,1682,15408,0.10916407061266874,LATE_0515-10.9%
SBSV,2022,DEP,LATE,1743,1743,15408,0.11312305295950156,LATE-11.3%
