AIRPORT,DATE,PHASE,FLIGHTS,TOT_TAXI,TOT_REF,TOT_ADD,AVG_ADD
LFPG,2020-09,DEP,9406,124815.516666667,102848.168687615,21988.5224435182,2.33771235844335
LFPG,2020-10,DEP,8452,118445.4,94824.3655831671,23517.8507901919,2.78251902392237
LFPG,2020-11,DEP,5925,91109.9333333333,72735.8150498521,17592.2731445924,2.96916002440378
LFPG,2020-12,DEP,6947,110502,86623.192610715,23903.5715938304,3.44084807741909
LFPG,2021-01,DEP,7112,115202.6,81275.582030488,33925.6521967642,4.7701985653493
LFPG,2021-02,DEP,6117,94137.2833333333,70510.7042464274,23583.4798124433,3.85539967507655
LFPG,2021-03,DEP,7076,101288,81870.7088569376,18978.6433443203,2.68211466143588
LFPG,2021-04,DEP,7133,104569,84769.8881669712,19774.930014847,2.77231599815603
LFPG,2021-05,DEP,7601,117294,92111.0632625569,24855.9367374431,3.27008771706922
LFPG,2021-06,DEP,9387,144094,112142.200187646,29045.0500784401,3.09417812703101
LFPG,2021-07,DEP,13701,200941,152864.996275666,47583.2926132229,3.47297953530566
LFPG,2021-08,DEP,14715,212556,164044.638405498,48012.839855372,3.26285014307659
LFPG,2021-09,DEP,12843,185973,145176.004975722,40318.3283576115,3.13932323893261
LFPG,2021-10,DEP,13405,193147,151763.776791247,40958.2232087535,3.05544373060451
LFPG,2021-11,DEP,13979,211046,157968.625288486,51907.6892276435,3.71326198065981
LFPG,2021-12,DEP,14812,222212.666666667,168022.101534155,53090.0958407462,3.5842624791214
LIRF,2019-01,DEP,11497,189699,123641.521492253,66057.4785077472,5.74562742521938
LIRF,2019-02,DEP,10686,178873,115954.986920216,62918.0130797845,5.88789192212095
LIRF,2019-03,DEP,11811,198623,126290.243855423,72332.7561445769,6.12418560194538
LIRF,2019-04,DEP,13121,234956,141302.519113502,93653.4808864978,7.13767859816308
LIRF,2019-05,DEP,13589,252778,145125.514235974,107652.485764026,7.9220314786979
LIRF,2019-06,DEP,14155,272506,150912.511958189,121593.488041811,8.59014398034696
LIRF,2019-07,DEP,14868,297068,158914.62367918,138153.37632082,9.29199464089452
LIRF,2019-08,DEP,14939,297910,159113.197095038,138796.802904962,9.29090320001083
LIRF,2019-09,DEP,13980,275169,149529.594162311,125639.405837689,8.9870819626387
LIRF,2019-10,DEP,13126,259046,142309.67824362,116736.321756381,8.89351834194579
LIRF,2019-11,DEP,11108,203526,117780.571726234,85745.4282737659,7.71924993462062
LIRF,2019-12,DEP,11198,199873,119961.03953399,79911.9604660105,7.1362708042517
LIRF,2020-01,DEP,10597,168938,108735.079545372,60202.9204546282,5.68112866420952
LIRF,2020-02,DEP,9660,153522,100371.003467553,53150.9965324467,5.50217355408351
LIRF,2020-03,DEP,4268,63246,44844.3596572263,18401.6403427737,4.31153709999383
LIRF,2020-04,DEP,1165,17708,11857.8732961295,5850.12670387049,5.02156798615492
LIRF,2020-05,DEP,1335,18671,14137.8159877684,4533.18401223161,3.39564345485514
LIRF,2020-06,DEP,1757,23245,18273.0091003662,4971.99089963375,2.82981838339997
LIRF,2020-07,DEP,3883,55245,42684.7768126403,12560.2231873597,3.23466989115623
LIRF,2020-08,DEP,5051,69236,54759.0997122905,14476.9002877095,2.86614537471975
LIRF,2020-09,DEP,4324,59233,46791.9595554502,12441.0404445498,2.87720639328163
LIRF,2020-10,DEP,4103,57654,44592.1531771642,13061.8468228358,3.18348691758123
LIRF,2020-11,DEP,2632,35704,27875.7658526462,7828.23414735377,2.97425309549915
LIRF,2020-12,DEP,2696,36848,27424.4227014608,9423.57729853917,3.49539217304865
LIRF,2021-01,DEP,2403,33996,24307.62415371,9688.37584629003,4.03178353986269
LIRF,2021-02,DEP,2091,29813,21281.1757675428,8531.82423245721,4.08026027377198
LIRF,2021-03,DEP,2445,34982,24813.0357734696,10168.9642265304,4.15908557322306
LIRF,2021-04,DEP,3113,41324,30906.8145990696,10417.1854009304,3.34634930964676
LIRF,2021-05,DEP,3308,46871,35615.3914515789,11255.6085484211,3.40254188283588
LIRF,2021-06,DEP,4281,62409,46454.2973947069,15954.7026052931,3.72686349107523
LIRF,2021-07,DEP,6186,96768,67999.8760830118,28768.1239169882,4.65052116343166
LIRF,2021-08,DEP,7280,111105,79557.4326904538,31547.5673095462,4.33345704801459
LIRF,2021-09,DEP,6455,99433,70882.9843145176,28550.0156854824,4.42293039279355
LIRF,2021-10,DEP,6124,97141,68717.8062232111,28423.1937767889,4.64127919281335
LIRF,2021-11,DEP,6296,100521,70829.7620873776,29691.2379126224,4.71588912208106
LIRF,2021-12,DEP,6610,103128,74367.7823177403,28760.2176822597,4.35101629081085
LSZH,2019-01,DEP,10836,161111.333333333,87855.02415513,72503.2591782033,6.6909615336105
LSZH,2019-02,DEP,9856,131724.833333333,80178.525546364,51065.424453636,5.18115102005236
LSZH,2019-03,DEP,11035,137886.666666667,91219.1917401106,46316.7582598894,4.19725947076479
LSZH,2019-04,DEP,11631,144252.633333333,95435.2429433746,48496.4903899588,4.16958906284574
LSZH,2019-05,DEP,12226,151800.9,100722.562944979,50551.4370550205,4.13474865491743
LSZH,2019-06,DEP,12350,149486.2,100149.317576025,48814.1657573081,3.95256402893183
LSZH,2019-07,DEP,12886,160274.85,105430.005096805,54429.2615698616,4.22390668709154
LSZH,2019-08,DEP,12622,157502.366666667,103911.795678924,53281.2709877427,4.22130177370803
LSZH,2019-09,DEP,12180,152157.95,100272.309207751,51535.6074589158,4.23116645803906
LSZH,2019-10,DEP,12025,145108.95,99192.8050615666,45603.8282717667,3.79241815149827
LSZH,2019-11,DEP,9914,119414.6,82120.2702204787,37068.3297795213,3.7389882771355
LSZH,2019-12,DEP,10100,127448.4,84469.6012245187,42618.565442148,4.21965994476713
LSZH,2020-01,DEP,10295,134821.333333333,84439.5351599579,49640.2815067087,4.82178547903922
LSZH,2020-02,DEP,9328,119725.45,77222.0625611097,42318.1041055569,4.53667496843449
LSZH,2020-03,DEP,5572,61597.05,45164.7064052621,16210.4269280713,2.90926542140547
LSZH,2020-04,DEP,958,8083.28333333333,6468.96942134546,1513.21391198787,1.57955523172011
LSZH,2020-05,DEP,1533,12911.1833333333,9477.04405329529,3223.58928003804,2.10279796479977
