ICAO,MOF,SRC_PHASE,N,TOT_ADD_FUEL,TOT_TXX_FUEL
LIRF,2021-12-01T00:00:00Z,ARR,6641,207890.93441027257,869442.9405777706
LIRF,2021-12-01T00:00:00Z,DEP,6599,153552.40878055795,1323468.7341787182
LSZH,2019-01-01T00:00:00Z,ARR,10659,165274.30423173806,805001.9087253179
LSZH,2019-01-01T00:00:00Z,DEP,10682,911196.6047091454,2340818.471356878
LSZH,2019-02-01T00:00:00Z,ARR,9674,135828.68913883917,711054.3463765427
LSZH,2019-02-01T00:00:00Z,DEP,9714,559301.0922563213,1852797.7598579105
LSZH,2019-03-01T00:00:00Z,ARR,10889,139009.887205018,744349.2811214754
LSZH,2019-03-01T00:00:00Z,DEP,10906,438896.7496967457,1878210.6441989313
LSZH,2019-04-01T00:00:00Z,ARR,11495,141596.31483832592,811050.7737818366
LSZH,2019-04-01T00:00:00Z,DEP,11507,466103.12815645593,1988746.02265212
LSZH,2019-05-01T00:00:00Z,ARR,12101,150599.23622764496,851043.2006935088
LSZH,2019-05-01T00:00:00Z,DEP,12133,449906.6084501715,2042756.0940037156
LSZH,2019-06-01T00:00:00Z,ARR,12210,152642.94618174847,862748.7261956476
LSZH,2019-06-01T00:00:00Z,DEP,12216,454594.0429249325,2049288.324225862
LSZH,2019-07-01T00:00:00Z,ARR,12725,176253.18044098117,927214.2883067824
LSZH,2019-07-01T00:00:00Z,DEP,12754,535813.3559898853,2234367.5955583216
LSZH,2019-08-01T00:00:00Z,ARR,12455,188642.9422451,932708.1275024202
LSZH,2019-08-01T00:00:00Z,DEP,12470,520017.7319836514,2192682.231102594
LSZH,2019-09-01T00:00:00Z,ARR,12057,173669.14118786898,882656.6555180786
LSZH,2019-09-01T00:00:00Z,DEP,12064,495155.67254429107,2088937.4893205024
LSZH,2019-10-01T00:00:00Z,ARR,11894,155271.2504320975,859931.3006893691
LSZH,2019-10-01T00:00:00Z,DEP,11931,434052.5044360981,2021530.0488787976
LSZH,2019-11-01T00:00:00Z,ARR,9831,123727.67268956498,717545.2843693808
LSZH,2019-11-01T00:00:00Z,DEP,9850,348877.62848288467,1685255.116381212
LSZH,2019-12-01T00:00:00Z,ARR,10004,140770.844981134,746231.1393730685
LSZH,2019-12-01T00:00:00Z,DEP,10040,449133.2398156297,1822995.5863304893
LSZH,2020-01-01T00:00:00Z,ARR,10104,138546.20241658133,767335.6353446061
LSZH,2020-01-01T00:00:00Z,DEP,10121,534860.3769654388,1930984.088047241
LSZH,2020-02-01T00:00:00Z,ARR,9194,119229.84166417064,650724.6101929352
LSZH,2020-02-01T00:00:00Z,DEP,9214,456008.6369871351,1680884.9600002116
LSZH,2020-03-01T00:00:00Z,ARR,5428,71786.78010446207,398706.167395152
LSZH,2020-03-01T00:00:00Z,DEP,5518,133025.06345184392,860203.9762217778
LSZH,2020-04-01T00:00:00Z,ARR,894,15525.154810821005,74165.74540262598
LSZH,2020-04-01T00:00:00Z,DEP,923,12360.130347577118,101524.51027422438
LSZH,2020-05-01T00:00:00Z,ARR,1386,22533.760916100324,111538.09198488123
LSZH,2020-05-01T00:00:00Z,DEP,1419,23590.45272672018,152866.98382794543
LSZH,2020-06-01T00:00:00Z,ARR,2418,32055.32804702224,163117.58982203045
LSZH,2020-06-01T00:00:00Z,DEP,2401,34126.14252128145,240834.28836022376
LSZH,2020-07-01T00:00:00Z,ARR,4765,62771.71604078757,318729.845079773
LSZH,2020-07-01T00:00:00Z,DEP,4810,69233.81982254393,544225.3394672563
LSZH,2020-08-01T00:00:00Z,ARR,5282,70336.72472410958,357192.33275539876
LSZH,2020-08-01T00:00:00Z,DEP,5284,71164.00197973529,591614.3402319875
LSZH,2020-09-01T00:00:00Z,ARR,4611,54734.96017124279,305093.1449256934
LSZH,2020-09-01T00:00:00Z,DEP,4655,60615.11017397498,513236.0166042714
LSZH,2020-10-01T00:00:00Z,ARR,4086,61111.1540267585,299411.5561629492
LSZH,2020-10-01T00:00:00Z,DEP,4130,60245.95204851503,499456.8420177696
LSZH,2020-11-01T00:00:00Z,ARR,2730,54779.691205112584,238358.02585555025
LSZH,2020-11-01T00:00:00Z,DEP,2760,57420.88414415655,341312.82344722253
LSZH,2020-12-01T00:00:00Z,ARR,3143,58803.83350597731,261730.49581785663
LSZH,2020-12-01T00:00:00Z,DEP,3182,102641.38649686046,451827.3365447275
LSZH,2021-01-01T00:00:00Z,ARR,2708,61594.53866953444,244075.6941508427
LSZH,2021-01-01T00:00:00Z,DEP,2739,151355.4746377006,502101.8380652564
LSZH,2021-02-01T00:00:00Z,ARR,2214,42803.27211098157,194160.4357029241
LSZH,2021-02-01T00:00:00Z,DEP,2252,62356.56138166838,317073.6497515831
LSZH,2021-03-01T00:00:00Z,ARR,2751,52640.725332094866,225420.56465641237
LSZH,2021-03-01T00:00:00Z,DEP,2762,56121.02303045187,339294.35252255405
LSZH,2021-04-01T00:00:00Z,ARR,3242,52638.86424636661,251507.1439568935
LSZH,2021-04-01T00:00:00Z,DEP,3283,61390.31133297051,405706.77032347594
LSZH,2021-05-01T00:00:00Z,ARR,3882,66312.1937402238,295871.49737986893
LSZH,2021-05-01T00:00:00Z,DEP,3896,58886.862795012195,451639.65754924726
LSZH,2021-06-01T00:00:00Z,ARR,4937,67672.40030787792,335694.4253790293
LSZH,2021-06-01T00:00:00Z,DEP,4939,85046.80230716214,566859.7618017758
LSZH,2021-07-01T00:00:00Z,ARR,7489,93890.83076949268,492216.444500527
LSZH,2021-07-01T00:00:00Z,DEP,7530,128333.72884948112,990599.7411203792
LSZH,2021-08-01T00:00:00Z,ARR,7935,99307.8412241729,523529.07618389145
LSZH,2021-08-01T00:00:00Z,DEP,7918,124741.72701619184,1029920.8801143536
LSZH,2021-09-01T00:00:00Z,ARR,7832,89299.82330645324,486058.7650201131
LSZH,2021-09-01T00:00:00Z,DEP,7866,146734.22625891567,997676.6363582588
LSZH,2021-10-01T00:00:00Z,ARR,8174,106383.20254597253,540477.4693687459
LSZH,2021-10-01T00:00:00Z,DEP,8222,187199.92554591093,1142404.7530718783
LSZH,2021-11-01T00:00:00Z,ARR,6545,82021.87198938573,437969.30019115313
LSZH,2021-11-01T00:00:00Z,DEP,6566,177824.02311229098,947576.3728578988
LSZH,2021-12-01T00:00:00Z,ARR,6871,93566.0230944138,470174.8740327632
LSZH,2021-12-01T00:00:00Z,DEP,6913,230509.44282709892,1073585.7791019832
